iata,name,location,country
MZY,Mossel Bay Airport,Mossel Bay,South Africa
OLM,Olympia Airport,"Olympia, Washington",United States
PLX,Semey Airport,Semey,Kazakhstan
RBA,Sale Airport,Rabat,Morocco
SEE,Gillespie Field,"San Diego / El Cajon, California",United States
STY,Nueva Hespérides International Airport,"Salto, Salto",Uruguay
TNT,Dade-Collier Training and Transition Airport,"Miami, Florida",United States
VDI,Vidalia Regional Airport,"Vidalia, Georgia",United States
XEN,Xingcheng Airport,"Xingcheng, Liaoning",China
YKM,Yakima Air Terminal (McAllister Field),"Yakima, Washington",United States
YYN,Swift Current Airport,"Swift Current, Saskatchewan",Canada
ZMU,München Hauptbahnhof,Munich,Germany
ALU,Alula Airport,Alula,Somalia
AYG,Yaguara Airport,Yaguara,Colombia
BJI,Bemidji Regional Airport,"Bemidji, Minnesota",United States
BUM,Butler Memorial Airport,"Butler, Missouri",United States
CGE,Cambridge–Dorchester Airport,"Cambridge, Maryland",United States
CSG,Columbus Airport,"Columbus, Georgia",United States
DJO,Daloa Airport,Daloa,Côte d'Ivoire (Ivory Coast)
EKO,Elko Regional Airport,"Elko, Nevada",United States
FLF,Schäferhaus Airport,"Flensburg, Schleswig-Holstein",Germany
GKD,Gökçeada Airport,Gökçeada,Turkey
HDB,Heidelberg Airport,"Heidelberg, Baden-Württemberg",Germany
HYV,Hyvinkää Airport,Hyvinkää,Finland
IXT,Pasighat Airport (Passighat Airport),Pasighat (Passighat),India
KBP,Boryspil International Airport,Kiev,Ukraine
KOA,Kona International Airport,"Kailua / Kona, Hawaii",United States
LCB,Pontes e Lacerda Airport,"Pontes e Lacerda, Mato Grosso",Brazil
LPS,Fishermans Bay/LPS Seaplane Base,"Lopez Island, Washington",United States
MDX,Mercedes Airport,"Mercedes, Corrientes",Argentina
MOX,Morris Municipal Airport,"Morris, Minnesota",United States
MZZ,Marion Municipal Airport,"Marion, Indiana",United States
OLO,Olomouc Airport,Olomouc,Czech Republic
PLY,Plymouth Municipal Airport,"Plymouth, Indiana",United States
RBB,Borba Airport,"Borba, Amazonas",Brazil
SEF,Sebring Regional Airport,"Sebring, Florida",United States
SUA,Witham Field,"Stuart, Florida",United States
TNU,Newton Municipal Airport,"Newton, Iowa",United States
VDM,Gobernador Edgardo Castello Airport,Viedma,Argentina
XEP,Épernay - Plivot Airport,Épernay,France
YKN,Chan Gurney Municipal Airport,"Yankton, South Dakota",United States
YYQ,Churchill Airport,"Churchill, Manitoba",Canada
ZPY,Siegburg/Bonn Railway Station,Siegburg,Germany
ALV,Andorra La Vella Airport,Andorra la Vella,Andorra
AYH,RAF Alconbury,"Alconbury, England",United Kingdom
BJJ,Wayne County Airport,"Wooster, Ohio",United States
BUN,Gerardo Tobar López Airport,"Buenaventura, Valle del Cauca",Colombia
CGF,Cuyahoga County Airport,"Cleveland, Ohio",United States
CSH,Solovki Airport,Solovetsky Islands,Russia
DJR,Dajarra Airport,"Dajarra, Queensland",Australia
EKT,Eskilstuna Airport,Eskilstuna,Sweden
FLG,Flagstaff Pulliam Airport,"Flagstaff, Arizona",United States
GKE,NATO Air Base Geilenkirchen,"Geilenkirchen, North Rhine-Westphalia",Germany
HDD,Hyderabad Airport,Hyderabad,Pakistan
HZB,Merville - Calonne Airport,Merville / Calonne,France
IXU,Aurangabad Airport (Chikkalthana Airport),"Aurangabad, Maharashtra",India
KBQ,Kasungu Airport,Kasungu,Malawi
KOB,Foumban Airport (Koutaba Airport),Koutaba,Cameroon
LCC,Lecce Galatina Airport,Lecce,Italy
LPT,Lampang Airport,Lampang,Thailand
MDY,Henderson Field,"Sand Island, Midway Atoll",United States
MOY,Monterrey Airport,Monterrey,Colombia
NAE,Natitingou Airport,Natitingou,Benin
OLS,Nogales International Airport,"Nogales, Arizona",United States
PLZ,PORT Elizabeth Airport,PORT Elizabeth,South Africa
RBC,Robinvale Airport,"Robinvale, Victoria",Australia
SEG,Penn Valley Airport,"Selinsgrove, Pennsylvania",United States
SUB,Juanda International Airport,Surabaya,Indonesia
TOA,Zamperini Field,"Torrance, California",United States
VDP,Valle de la Pascua Airport,"Valle de la Pascua, Guárico",Venezuela
XEQ,Tasiusaq Heliport (Kujalleq),"Tasiusaq, Kujalleq",Greenland
YKQ,Waskaganish Airport,"Waskaganish, Quebec",Canada
YYR,CFB Goose Bay / Goose Bay Airport,"Goose Bay, Labrador",Canada
ZRB,Frankfurt (Main) Hauptbahnhof,Frankfurt,Germany
ALW,Walla Walla Regional Airport,"Walla Walla, Washington",United States
AYI,Yari Airport,Yari,Colombia
BJK,Nangasuri Airport,"Benjina, Muluku",Indonesia
BUO,Burao Airport,Burao,Somalia
CGG,Casiguran Airport,"Casiguran, Aurora",Philippines
CSI,Casino Airport,"Casino, New South Wales",Australia
DJU,Djúpivogur Airport,Djúpivogur,Iceland
EKX,Addington Field (Elizabethtown Regional Airport),"Elizabethtown, Kentucky",United States
FLH,Flotta Isle Airport,"Flotta Isle, Scotland",United Kingdom
GKH,Gorkha Airport,Gorkha,Nepal
HDE,Brewster Field,"Holdrege, Nebraska",United States
HZG,Hanzhong Airport,"Hanzhong, Shaanxi",China
IXV,Along Airport,"Along, Arunachal Pradesh",India
KBR,Sultan Ismail Petra Airport,"Kota Bharu, Kelantan",Malaysia
KOC,Koumac Airport,Koumac,New Caledonia
LCD,Louis Trichardt Airport,Louis Trichardt,South Africa
LPU,Long Apung Airport,Long Apung,Indonesia
MDZ,Gov.Francisco Gabrielli International Airport (El Plumerillo),"Mendoza, Mendoza Province",Argentina
MOZ,Moorea Airport (Temae Airport),"Moorea, Windward Islands",French Polynesia
NAG,Dr.Babasaheb Ambedkar International Airport,Nagpur,India
OLU,Columbus Municipal Airport (Nebraska),"Columbus, Nebraska",United States
PMB,Pembina Municipal Airport,"Pembina, North Dakota",United States
RBD,Dallas Executive Airport,"Dallas, Texas",United States
SEH,Senggeh Airport,Senggeh,Indonesia
SUD,Stroud Municipal Airport,"Stroud, Oklahoma",United States
TOB,Gamal Abdel Nasser Airport,Tobruk,Libya
VDR,Villa Dolores Airport,"Villa Dolores, Córdoba",Argentina
XES,Grand Geneva Resort Airport,"Lake Geneva, Wisconsin",United States
YKS,Yakutsk Airport,"Yakutsk, Sakha (Yakutia) Republic",Russia
YYT,St. John's International Airport,"St. John's, Newfoundland and Labrador",Canada
ZRL,Lancaster (Amtrak Station),"Lancaster, Pennsylvania",United States
ALX,Thomas C. Russell Field,"Alexander City, Alabama",United States
AYK,Arkalyk Airport,Arkalyk,Kazakhstan
BJL,Banjul International Airport,Banjul,Gambia
BUP,Bhisiana Air Force Base,Bhatinda,India
CGH,Congonhas/São Paulo National Airport,São Paulo,Brazil
CSJ,Cape St. Jacques Airport,Cape St. Jacques,Vietnam
DKI,Dunk Island Airport,"Dunk Island, Queensland",Australia
ELA,Eagle Lake Airport,"Eagle Lake, Texas",United States
FLI,Flateyri Airport,Flateyri,Iceland
GKL,Great Keppel Island Airport,"Great Keppel Island, Queensland",Australia
HDF,Heringsdorf Airport,"Heringsdorf, Mecklenburg-Vorpommern",Germany
HZH,Liping Airport,"Liping County, Guizhou",China
IXW,Sonari Airport,Jamshedpur,India
KBS,Bo Airport,Bo,Sierra Leone
KOD,Kotabangun Airport,Kotabangun,Indonesia
LCE,Golosón International Airport,La Ceiba,Honduras
LPX,Liep?ja International Airport,Liep?ja,Latvia
MEA,Macaé Airport,"Macaé, Rio de Janeiro",Brazil
MPA,Katima Mulilo Airport (Mpacha Airport),Katima Mulilo,Namibia
NAH,Naha Airport,Tahuna,Indonesia
OLV,Olive Branch Airport,"Olive Branch, Mississippi",United States
PMC,El Tepual Airport,Puerto Montt,Chile
RBE,Ratanakiri Airport,Ratanakiri,Cambodia
SEK,Srednekolymsk Airport,"Srednekolymsk, Sakha Republic",Russia
SUE,Door County Cherryland Airport,"Sturgeon Bay, Wisconsin",United States
TOC,Toccoa Airport (R.G. LeTourneau Field),"Toccoa, Georgia",United States
VDS,Vadsø Airport,"Vadsø, Finnmark",Norway
XFN,Xiangfan Airport,"Xiangfan, Hubei",China
YKT,Klemtu Airport,"Klemtu, British Columbia",Canada
YYU,Kapuskasing Airport,"Kapuskasing, Ontario",Canada
ZRP,Pennsylvania Station,"Newark, New Jersey",United States
ALY,Alexandria International Airport,Alexandria,Egypt
AYL,Anthony Lagoon Airport,"Anthony Lagoon, Northern Territory",Australia
BJM,Bujumbura International Airport,Bujumbura,Burundi
BUQ,Joshua Mqabuko Nkomo International Airport,Bulawayo,Zimbabwe
CGI,Cape Girardeau Regional Airport,"Cape Girardeau, Missouri",United States
CSK,Cap Skirring Airport,Cap Skirring,Senegal
DKK,Chautauqua County/Dunkirk Airport,"Dunkirk, New York",United States
ELB,Las Flores Airport,El Banco,Colombia
FLL,Fort Lauderdale–Hollywood International Airport,"Fort Lauderdale / Hollywood, Florida",United States
GKN,Gulkana Airport,"Gulkana, Alaska",United States
HDG,Handan Airport,"Handan, Hebei",China
HZK,Húsavík Airport,Húsavík,Iceland
IXY,Kandla Airport (Gandhidham Airport),Gandhidham / Kandla,India
KBT,Kaben Airport,Maloelap Atoll,Marshall Islands
KOE,El Tari Airport,"Kupang, East Nusa Tenggara",Indonesia
LCF,Río Dulce Airport (Las Vegas Airport),"Río Dulce, Izabal",Guatemala
LPY,Loudes Airport,"Le Puy-en-Velay / Loudes, Haute-Loire",France
MEB,Essendon Airport,"Melbourne, Victoria",Australia
MPB,Miami Seaplane Base,"Watson Island, Miami - Dade County, Florida",United States
NAI,Annai Airport,Annai,Guyana
OLY,Olney-Noble Airport,"Olney - Noble, Illinois",United States
PMD,LA / Palmdale Regional Airport,"Palmdale, California",United States
RBG,Roseburg Regional Airport,"Roseburg, Oregon",United States
SEL, ALL Airports,Seoul,South Korea
SUF,Lamezia Terme International Airport,Lamezia Terme,Italy
TOD,Tioman Airport,Tioman Island,Malaysia
VDZ,Valdez Airport (Pioneer Field),"Valdez, Alaska",United States
XFW,Hamburg Finkenwerder Airport,Hamburg,Germany
YKU,Chisasibi Airport,"Chisasibi, Quebec",Canada
YYW,Armstrong Airport,"Armstrong, Thunder Bay District, Ontario",Canada
ZRT,Hartford Union Station,"Hartford, Connecticut",United States
ALZ,Alitak Seaplane Base,"Lazy Bay, Alaska",United States
AYN,Anyang Airport,"Anyang, Henan",China
BJN,Bajone Airport,Bajone,Mozambique
BUR,Bob Hope Airport,"Burbank, California",United States
CGJ,Chingola Airport,Chingola,Zambia
CSL,O'Sullivan Army Heliport,"Camp San Luis Obispo, California",United States
DKR,Léopold Sédar Senghor International Airport,Dakar,Senegal
ELC,Elcho Island Airport,"Elcho Island, Northern Territory",Australia
FLM,Fernheim Airport (Filadelfia Airport),Filadelfia,Paraguay
GKO,Kongoboumba Airport,Kongoboumba,Gabon
HDH,Dillingham Airfield,"Mokuleia, Hawaii",United States
HZL,Hazleton Municipal Airport,"Hazleton, Pennsylvania",United States
IXZ,Vir Savarkar Airport (Port Blair Airport),Port Blair,India
KBU,Stagen Airport,"Kotabaru, Kalimantan",Indonesia
KOF,Komatipoort Airport,Komatipoort,South Africa
LCG,A Coruña Airport,A Coruña,Spain
LQK,Pickens County Airport,"Pickens, South Carolina",United States
MEC,Eloy Alfaro International Airport,"Manta, Manabí",Ecuador
MPC,Muko-Muko Airport,Muko-Muko,Indonesia
NAK,Nakhon Ratchasima Airport,Nakhon Ratchasima,Thailand
OLZ,Olyokminsk Airport,"Olyokminsk, Sakha Republic",Russia
PMF,Parma Giuseppe Verdi Airport,Parma,Italy
RBL,Red Bluff Municipal Airport,"Red Bluff, California",United States
SEM,Craig Field,"Selma, Alabama",United States
SUG,Surigao Airport,"Surigao City, Surigao del Norte",Philippines
TOE,"Tozeur, Tunisia (Aeroport International Tozeur Nefta)","Tozeur, Tunisia",Tunisia
VEE,Venetie Airport,"Venetie, Alaska",United States
XGA,Gaoua Airport,Gaoua,Burkina Faso
YKX,Kirkland Lake Airport,"Kirkland Lake, Ontario",Canada
YYY,Mont-Joli Airport,"Mont-Joli, Quebec",Canada
ZRV,Providence Station,"Providence, Rhode Island",United States
AMA,Rick Husband Amarillo International Airport,"Amarillo, Texas",United States
AYO,Juan De Ayolas Airport,Ayolas,Paraguay
BJO,Bermejo Airport,Bermejo,Bolivia
BUS,Batumi Airport (Chorokh Airport),Batumi,Georgia
CGK,Soekarno–Hatta International Airport,Jakarta,Indonesia
CSM,Clinton-Sherman Airport,"Clinton, Oklahoma",United States
DKS,Dikson Airport,Dikson,Russia
ELD,South Arkansas Regional Airport at Goodwin Field,"El Dorado, Arkansas",United States
FLN,Hercílio Luz International Airport,"Florianópolis, Santa Catarina",Brazil
GKT,Gatlinburg-Pigeon Forge Airport,"Sevierville, Tennessee",United States
HDM,Hamadan Airport,Hamadan,Iran
HZR,False River Regional Airport,"New Roads, Louisiana",United States
IYK,Inyokern Airport,"Inyokern, California",United States
KBV,Krabi Airport,Krabi,Thailand
KOG,Khong Airport,Khong,Laos
LCH,Lake Charles Regional Airport,"Lake Charles, Louisiana",United States
LQM,Caucayá Airport,Puerto Leguízamo,Colombia
MED,Prince Mohammad Bin Abdulaziz Airport,Medina,Saudi Arabia
MPD,Sindhri Tharparkar Airport (Mirpur Khas Airport),Sindhri Tharparkar,Pakistan
NAL,Nalchik Airport,"Nalchik, Kabardino - Balkaria",Russia
OMA,Eppley Airfield,"Omaha, Nebraska",United States
PMG,Ponta Porã International Airport,"Ponta Porã, Mato Grosso DO Sul",Brazil
RBM,Straubing Wallmuhle Airport,"Straubing, Bavaria",Germany
SEN,London Southend Airport,Southend,Essex United Kingdom
SUI,Sukhumi Dranda Airport,Sukhumi,Georgia
TOF,Bogashevo Airport,Tomsk,Russia
VEL,Vernal Airport,"Vernal, Utah",United States
XGG,Gorom Gorom Airport,Gorom Gorom,Burkina Faso
YKY,Kindersley Airport,"Kindersley, Saskatchewan",Canada
YYZ,Toronto Pearson International Airport,"Mississauga, Ontario",Canada
ZRZ,New Carrollton (WMATA Station),"New Carrollton, Maryland",United States
AMB,Ambilobe Airport,Ambilobe,Madagascar
AYP,Coronel FAP Alfredo Mendivil Duarte Airport,Ayacucho,Peru
BJR,Bahar Dar Airport,Bahar Dar,Ethiopia
BUT,Bathpalathang Airport,"Jakar, Bumthang",Bhutan
CGM,Camiguin Airport,"Mambajao, Camiguin",Philippines
CSN,Carson Airport,"Carson City, Nevada",United States
DKV,Docker River Airport,"Docker River, Northern Territory",Australia
ELE,El Real Airport,El Real,Panama
FLO,Florence Regional Airport,"Florence, South Carolina",United States
GLA,Glasgow International Airport,"Glasgow, Scotland",United Kingdom
HDN,Yampa Valley Airport,"Hayden, Colorado",United States
HZV,Hazyview Airport,Hazyview,South Africa
IZA,Zona da Mata Regional Airport,Juiz de Fora,Brazil
KBW,Chignik Bay Seaplane Base,"Chignik, Alaska",United States
KOH,Koolatah Airport,"Koolatah, Queensland",Australia
LCI,Laconia Municipal Airport,"Laconia, New Hampshire",United States
LQN,Qala i Naw Airport,Qala i Naw,Afghanistan
MEE,Maré Airport,"Maré, Loyalty Islands",New Caledonia
MPF,Mapoda Airport,Mapoda,Papua New Guinea
NAN,Nadi International Airport,Nadi,Fiji
OMC,Ormoc Airport,Ormoc City,Philippines
PMH,Greater Portsmouth Regional Airport,"Portsmouth, Ohio",United States
RBQ,Rurrenabaque Airport,Rurrenabaque,Bolivia
SEP,Clark Field Municipal Airport,"Stephenville, Texas",United States
SUJ,Satu Mare International Airport,Satu Mare,Romania
TOG,Togiak Airport,"Togiak Village, Alaska",United States
VER,General Heriberto Jara International Airport,"Veracruz, Veracruz",Mexico
XGL,Granville Lake Airport,"Granville Lake, Manitoba",Canada
YKZ,Toronto/Buttonville Municipal Airport,"Buttonville, Ontario",Canada
YZA,Ashcroft Airport,"Ashcroft, British Columbia",Canada
ZSB,Salzburg Hauptbahnhof ÖBB Station,Salzburg,Austria
AMC,Am Timan Airport,Am Timan,Chad
AYQ,Ayers Rock Airport,"Yulara, Northern Territory",Australia
BJS,All Airports,Beijing,China
BUU,Buyo Airport,Buyo,Côte d'Ivoire
CGN,Cologne Bonn Airport (Köln/Bonn - Konrad Adenauer),"Cologne, North Rhine-Westphalia",Germany
CSO,Magdeburg–Cochstedt Airport,Magdeburg,Germany
DLA,Douala Airport,Douala,Cameroon
ELF,El Fasher Airport,El Fasher,Sudan
FLP,Marion County Regional Airport,"Flippin, Arkansas",United States
GLC,Geladi Airport,Geladi,Ethiopia
HDO,Hondo Municipal Airport (former Hondo AAF),"Hondo, Texas",United States
IAA,Igarka Airport,Igarka,Russia
IZO,Izumo Airport,"Izumo, Shimane",Japan
KBX,Kambuaya Airport,Kambuaya,Indonesia
KOI,Kirkwall Airport,"Kirkwall, Orkney Islands",United Kingdom
LCJ,?ód? W?adys?aw Reymont Airport,?ód?,Poland
LQR,Larned-Pawnee County Airport,"Larned, Kansas",United States
MEF,Melfi Airport,Melfi,Chad
MPG,Makini Airport,Makini,Papua New Guinea
NAO,Nanchong Airport,"Nanchong, Sichuan",China
OME,Nome Airport,"Nome, Alaska",United States
PMI,Palma de Mallorca Airport (Son Sant Joan Airport),Palma de Mallorca,Spain
RBR,Rio Branco International Airport (Presidente Medici Airport),"Rio Branco, Acre",Brazil
SEQ,Sungai Pakning Bengkalis Airport,Sungai Pakning Bengkalis,Indonesia
SUK,Sakkyryr Airport,"Batagay-Alyta, Sakha Republic",Russia
TOI,Troy Municipal Airport,"Troy, Alabama",United States
VEY,Vestmannaeyjar Airport,Vestmannaeyjar,Iceland
XGN,Xangongo Airport,Xangongo,Angola
YLA,Langara Airport,"Langara[disambiguation needed], British Columbia",Canada
YZC,Beatton River Airport,"Beatton River, British Columbia",Canada
ZSF,Springfield Union Station,"Springfield, Massachusetts",United States
AMD,Sardar Vallabhbhai Patel International Airport,Ahmedabad,India
AYR,Ayr Airport,"Ayr, Queensland",Australia
BJU,Bajura Airport,Bajura,Nepal
BUV,Placeres Airport,"Bella Unión, Artigas",Uruguay
CGO,Zhengzhou Xinzheng International Airport,"Zhengzhou, Henan",China
CSP,Cape Spencer Coast Guard Heliport,"Cape Spencer, Alaska",United States
DLB,Dalbertis Airport,Dalbertis,Papua New Guinea
ELG,El Golea Airport,El Golea,Algeria
FLR,Peretola Airport (Amerigo Vespucci Airport),Florence,Italy
GLD,Goodland Municipal Airport (Renner Field),"Goodland, Kansas",United States
HDS,Hoedspruit Airport,Hoedspruit,South Africa
IAB,McConnell Air Force Base,"Wichita, Kansas",United States
IZT,Ixtepec Airport,"Ixtepec, Oaxaca",Mexico
KBY,Streaky Bay Airport,"Streaky Bay, South Australia",Australia
KOJ,Kagoshima Airport,Kagoshima,Japan
LCK,Rickenbacker International Airport,"Columbus, Ohio",United States
LRA,Larisa Airport,Larisa,Greece
MEG,Malange Airport,Malange,Angola
MPH,Godofredo P.Ramos Airport (Caticlan Airport),"Malay, Aklan",Philippines
NAP,Naples Airport,Naples,Italy
OMF,King Hussein Air Base,"Mafraq, Mafraq Governorate",Jordan
PML,PORT Moller Airport,"Cold Bay, Alaska",United States
RBW,Lowcountry Regional Airport,"Walterboro, South Carolina",United States
SER,Freeman Municipal Airport,"Seymour, Indiana",United States
SUM,Sumter Airport,"Sumter, South Carolina",United States
TOJ,Madrid-Torrejón Airport,Torrejón de Ardoz,Spain
VEX,Tioga Municipal Airport,"Tioga, North Dakota",United States
XGR,Kangiqsualujjuaq (Georges River) Airport,"Kangiqsualujjuaq, Quebec",Canada
YLB,Lac La Biche Airport,"Lac La Biche, Alberta",Canada
YZE,Gore Bay-Manitoulin Airport,"Gore Bay, Ontario",Canada
ZTD,Schenectady (Amtrak Station),"Schenectady, New York",United States
AME,Alto Molocue Airport,Alto Molocue,Mozambique
AYS,Waycross-Ware County Airport,"Waycross, Georgia",United States
BJV,Milas-Bodrum Airport,Mu?la,Turkey
BUW,Baubau Airport (Betoambari Airport),"Bau-Bau, Buton",Indonesia
CGP,Shah Amanat International Airport,Chittagong,Bangladesh
CSQ,Creston Municipal Airport,"Creston, Iowa",United States
DLC,Dalian Zhoushuizi International Airport,"Dalian, Liaoning",China
ELH,North Eleuthera Airport,"North Eleuthera, Eleuthera Island",Bahamas
FLS,Flinders Island Airport,"Flinders Island, Tasmania",Australia
GLE,Gainesville Municipal Airport,"Gainesville, Texas",United States
HDY,Hat Yai International Airport,"Hat Yai, Songkhla Province",Thailand
IAD,Washington Dulles International Airport,"Washington, D.C. / Virginia",United States
JAA,Jalalabad Airport,Jalalabad,Afghanistan
KBZ,Kaikoura Airport,Kaikoura,New Zealand
KOK,Kokkola-Pietarsaari Airport,Kokkola / Jakobstad,Finland
LCL,La Coloma Airport,La Coloma,Cuba
LRB,Leribe Airport,Leribe,Lesotho
MEH,Mehamn Airport,Mehamn,Norway
MPI,Mamitupo Airport,Mamitupo,Panamá
NAS,Lynden Pindling International Airport,Nassau,Bahamas
